state,city,airport,locid,ownership,hub,role,Current,year5,enplaned,based,Devestimate
MO,Brookfield,North Central Missouri Regional,MO8,PU,,Basic,GA,GA,0,10,"$1,850,000"
MO,Butler,Butler Memorial,BUM,PU,,Local,GA,GA,0,19,"$2,160,000"
MO,Cabool,Cabool Memorial,TVB,PU,,Basic,GA,GA,0,11,"$965,000"
MO,Camdenton,Camdenton Memorial-Lake Regional,OZS,PU,,Local,GA,GA,0,34,"$8,070,000"
MO,Cameron,Cameron Memorial,EZZ,PU,,Local,GA,GA,0,29,"$2,160,000"
MO,Cape Girardeau,Cape Girardeau Regional,CGI,PU,,Regional,CS,CS,"6,544",37,"$2,184,562"
MO,Caruthersville,Caruthersville Memorial,M05,PU,,Basic,GA,GA,0,11,"$925,000"
MO,Cassville,Cassville Municipal,94K,PU,,Basic,GA,GA,0,13,"$1,234,200"
MO,Chillicothe,Chillicothe Municipal,CHT,PU,,Local,GA,GA,0,24,"$5,060,000"
MO,Clinton,Clinton Regional,GLY,PU,,Local,GA,GA,0,28,"$6,645,000"
MO,Columbia,Columbia Regional,COU,PU,N,,P,P,"55,556",36,"$52,131,794"
MO,Cuba,Cuba Municipal,UBX,PU,,Basic,GA,GA,0,14,"$1,120,000"
MO,Dexter,Dexter Municipal,DXE,PU,,Local,GA,GA,0,24,"$2,220,000"
MO,Eldon,Eldon Model Airpark,H79,PU,,Local,GA,GA,0,20,"$2,030,000"
MO,Farmington,Farmington Regional,FAM,PU,,Local,GA,GA,0,29,"$2,910,000"
MO,Fort Leonard Wood (U.S. Army),Waynesville-St Robert Regional Forney Field,TBN,MR,,Regional,CS,CS,"8,281",9,"$6,260,978"
MO,Fredericktown,A Paul Vance Fredericktown Regional,H88,PU,,Local,GA,GA,0,16,"$3,934,000"
MO,Fulton,Elton Hensley Memorial,FTT,PU,,Local,GA,GA,0,45,"$1,217,000"
MO,Hannibal,Hannibal Regional,HAE,PU,,Local,GA,GA,28,16,"$6,025,000"
MO,Harrisonville,Lawrence Smith Memorial,LRY,PU,,Local,GA,GA,0,41,"$1,517,689"
MO,Higginsville,Higginsville Industrial Municipal,HIG,PU,,Basic,GA,GA,0,14,"$1,050,000"
MO,Houston,Houston Memorial,M48,PU,,Local,GA,GA,0,23,"$910,000"
MO,Jefferson City,Jefferson City Memorial,JEF,PU,,Regional,GA,GA,0,31,"$6,645,000"
MO,Joplin,Joplin Regional,JLN,PU,N,,P,P,"26,380",119,"$13,165,698"
MO,Kaiser/Lake Ozark,Lee C Fine Memorial,AIZ,PU,,Basic,GA,GA,5,7,"$3,614,000"
MO,Kansas City,Charles B Wheeler Downtown,MKC,PU,,National,R,R,"2,422",223,"$90,550,000"
MO,Kansas City,Kansas City International,MCI,PU,M,,P,P,"4,982,722",3,"$166,323,379"
MO,Kennett,Kennett Memorial,TKX,PU,,Local,GA,GA,1,26,"$2,392,000"
MO,Kirksville,Kirksville Regional,IRK,PU,,Regional,CS,CS,"5,633",27,"$4,830,000"
MO,Lamar,Lamar Municipal,LLU,PU,,Basic,GA,GA,0,10,"$4,135,000"
MO,Lebanon,Floyd W Jones Lebanon,LBO,PU,,Local,GA,GA,0,28,"$988,300"
MO,Lee's Summit,Lee's Summit Municipal,LXT,PU,,Regional,R,R,0,149,"$26,899,277"
MO,Linn,State Technical College of Missouri,1H3,PU,,Basic,GA,GA,0,10,"$1,560,000"
MO,Macon,Macon-Fower Memorial,K89,PU,,Basic,GA,GA,0,9,"$1,518,400"
MO,Malden,Malden Regional,MAW,PU,,Local,GA,GA,0,17,"$5,222,600"
MO,Marshall,Marshall Memorial Municipal,MHL,PU,,Local,GA,GA,0,22,"$1,100,000"
MO,Maryville,Northwest Missouri Regional,EVU,PU,,Local,GA,GA,0,19,"$1,560,000"
MO,Memphis,Memphis Memorial,03D,PU,,Basic,GA,GA,0,10,"$4,322,000"
MO,Mexico,Mexico Memorial,MYJ,PU,,Local,GA,GA,0,29,"$2,635,000"
MO,Moberly,Omar N Bradley,MBY,PU,,Local,GA,GA,0,21,"$1,052,000"
MO,Monett,Monett Regional,HFJ,PU,,Local,GA,GA,0,30,"$20,260,200"
MO,Monticello,Lewis County Regional,6M6,PU,,Unclassified,GA,GA,0,7,$0
MO,Mosby,Midwest National Air Center,GPH,PU,,Regional,GA,GA,5,64,"$4,230,000"
MO,Mountain Grove,Mountain Grove Memorial,1MO,PU,,Basic,GA,GA,0,10,"$1,360,000"
MO,Mountain View,Mountain View,MNF,PU,,Basic,GA,GA,0,14,"$5,250,000"
MO,Neosho,Neosho Hugh Robinson,EOS,PU,,Local,GA,GA,0,30,"$4,260,000"
MO,Nevada,Nevada Municipal,NVD,PU,,Local,GA,GA,0,16,"$3,510,000"
MO,New Madrid,County Memorial,EIW,PU,,Basic,GA,GA,0,12,"$2,100,000"
MO,Osage Beach,Grand Glaize-Osage Beach,K15,PU,,Basic,GA,GA,0,11,"$2,110,000"
MO,Perryville,Perryville Municipal,K02,PU,,Basic,GA,GA,0,10,"$2,880,000"
MO,Piedmont,Piedmont Municipal,PYN,PU,,Basic,GA,GA,0,6,"$1,335,000"
MO,Poplar Bluff,Poplar Bluff Municipal,POF,PU,,Regional,GA,GA,14,32,"$2,830,000"
MO,Potosi,Washington County,8WC,PU,,Basic,GA,GA,0,11,"$7,270,000"
MO,Rolla/Vichy,Rolla National,VIH,PU,,Local,GA,GA,0,80,"$8,547,142"
MO,Salem,Salem Memorial,K33,PU,,Basic,GA,GA,0,13,"$1,295,195"
MO,Sedalia,Sedalia Regional,DMO,PU,,Local,GA,GA,0,27,"$3,241,000"
MO,Sikeston,Sikeston Memorial Municipal,SIK,PU,,Basic,GA,GA,0,9,"$910,000"
MO,Springfield,Springfield-Branson National,SGF,PU,S,,P,P,"420,017",114,"$31,305,263"
MO,St. Charles,St Charles County Smartt,SET,PU,,Regional,R,R,0,140,"$1,660,000"
MO,St. Clair,St Clair Regional,K39,PU,,Unclassified,GA,GA,0,7,$0
MO,St. Joseph,Rosecrans Memorial,STJ,PU,,Regional,GA,GA,0,71,"$15,500,000"
MO,St. Louis,Creve Coeur,1H0,PR,,Regional,R,R,0,121,"$4,162,874"
MO,St. Louis,Lambert-St Louis International,STL,PU,M,,P,P,"6,108,758",18,"$109,430,750"
MO,St. Louis,Spirit of St. Louis,SUS,PU,,National,R,R,153,421,"$4,702,111"
MO,Sullivan,Sullivan Regional,UUV,PU,,Local,GA,GA,0,35,"$3,730,000"
MO,Tarkio,Gould Peterson Municipal,K57,PU,,Local,GA,GA,0,21,"$2,400,000"
MO,Trenton,Trenton Municipal,TRX,PU,,Basic,GA,GA,0,10,"$3,642,500"
MO,Warrensburg,Skyhaven,RCM,PU,,Local,GA,GA,0,53,"$9,680,000"
MO,Warsaw,Warsaw Municipal,RAW,PU,,Basic,GA,GA,0,10,"$4,110,000"
MO,Washington,Washington Regional,FYG,PU,,Local,GA,GA,0,32,"$2,500,000"
MO,West Plains,West Plains Regional,UNO,PU,,Local,GA,GA,2,27,"$5,870,000"
MP,Rota Island,Benjamin Taisacan Manglona International,GRO,PU,N,,P,P,"10,821",0,"$5,881,871"
MP,Saipan Island,Francisco C Ada/Saipan International,GSN,PU,S,,P,P,"495,150",14,"$28,278,946"
MP,Shomu-Shon,Pagan Airstrip,TT01,PU,,Basic,GA,GA,0,0,$0
MP,Tinian Island,Tinian International,TNI,PU,N,,P,P,"37,519",15,"$21,252,122"
MS,Aberdeen/Amory,Monroe County,M40,PU,,Local,GA,GA,0,38,"$1,492,284"
MS,Ackerman,Ackerman Choctaw County,9M4,PU,,Unclassified,GA,GA,0,3,$0
MS,Batesville,Panola County,PMU,PU,,Basic,GA,GA,0,12,"$1,478,656"
MS,Bay Springs,Thigpen Field,00M,PU,,Unclassified,GA,GA,0,2,$0
MS,Bay St. Louis,Stennis International,HSA,PU,,Regional,GA,GA,0,29,"$10,566,667"
MS,Belmont,Tishomingo County,01M,PU,,Basic,GA,GA,0,10,"$1,138,222"
MS,Belzoni,Belzoni Municipal,1M2,PU,,Basic,GA,GA,0,10,"$1,027,779"
MS,Booneville/Baldwyn,Booneville/Baldwyn,8M1,PU,,Local,GA,GA,0,15,"$1,156,713"
MS,Brookhaven,Brookhaven-Lincoln County,1R7,PU,,Regional,GA,GA,0,22,"$1,915,158"
MS,Carthage,Carthage-Leake County,08M,PU,,Basic,GA,GA,0,11,"$1,758,229"
MS,Charleston,Charleston Municipal,09M,PU,,Unclassified,GA,GA,0,4,$0
MS,Clarksdale,Fletcher Field,CKM,PU,,Regional,GA,GA,0,18,"$4,410,026"
MS,Cleveland,Cleveland Municipal,RNV,PU,,Local,GA,GA,0,63,"$1,943,270"
MS,Columbia,Columbia-Marion County,0R0,PU,,Local,GA,GA,0,36,"$4,124,167"
MS,Columbus,Columbus-Lowndes County,UBS,PU,,Local,GA,GA,0,23,"$2,026,483"
MS,Columbus/W Point/Starkville,Golden Triangle Regional,GTR,PU,N,,P,P,"38,664",45,"$15,928,809"
MS,Corinth,Roscoe Turner,CRX,PU,,Regional,GA,GA,0,17,"$3,006,323"
MS,Crosby,Crosby Municipal,C71,PU,,Unclassified,GA,GA,0,0,$0
MS,Crystal Springs,Copiah County,M11,PU,,Local,GA,GA,0,16,"$2,345,480"
MS,Drew,Ruleville-Drew,M37,PU,,Basic,GA,GA,0,10,"$1,153,379"
MS,Eupora,Eupora,06M,PU,,Unclassified,GA,GA,0,0,$0
MS,Forest,G V Montgomery,2M4,PU,,Unclassified,GA,GA,0,2,$0
MS,Greenville,Greenville Mid-Delta,GLH,PU,,Regional,GA,GA,"1,650",15,"$4,836,151"
MS,Greenwood,Greenwood-Leflore,GWO,PU,,Regional,GA,GA,8,59,"$1,500,000"
MS,Grenada,Grenada Municipal,GNF,PU,,Local,GA,GA,1,17,"$4,163,788"
MS,Gulfport,Gulfport-Biloxi International,GPT,PU,N,,P,P,"325,437",28,"$43,855,403"
MS,Hattiesburg,Hattiesburg Bobby L Chain Municipal,HBG,PU,,Local,GA,GA,3,38,"$3,443,279"
MS,Hattiesburg/Laurel,Hattiesburg-Laurel Regional,PIB,PU,,Regional,CS,CS,"6,640",0,"$6,212,632"
MS,Hollandale,Hollandale Municipal,14M,PU,,Unclassified,GA,GA,0,2,$0
MS,Holly Springs,Holly Springs-Marshall County,M41,PU,,Basic,GA,GA,0,13,"$6,539,309"
MS,Houston,Houston Municipal,M44,PU,,Basic,GA,GA,0,14,"$1,300,507"
MS,Indianola,Indianola Municipal,IDL,PU,,Local,GA,GA,0,18,"$1,377,192"
MS,Iuka,Iuka,15M,PU,,Local,GA,GA,0,17,"$1,705,697"
MS,Jackson,Hawkins Field,HKS,PU,,Local,GA,GA,30,62,"$9,663,683"
MS,Jackson,Jackson-Medgar Wiley Evers International,JAN,PU,S,,P,P,"537,821",31,"$19,552,252"
MS,Kosciusko,Kosciusko-Attala County,OSX,PU,,Basic,GA,GA,52,9,"$1,954,951"
MS,Laurel,Hesler-Noble Field,LUL,PU,,Regional,GA,GA,0,39,"$2,483,254"
MS,Lexington,C A Moore,19M,PU,,Basic,GA,GA,0,11,"$833,333"
MS,Louisville,Louisville Winston County,LMS,PU,,Basic,GA,GA,0,10,"$2,666,489"
MS,Lumberton,I H Bass Jr Memorial,4R1,PU,,Basic,GA,GA,0,9,"$951,170"
MS,Macon,Macon Municipal,20M,PU,,Basic,GA,GA,0,11,"$1,482,392"
MS,Madison,Bruce Campbell Field,MBO,PU,,Local,GA,GA,0,85,"$2,449,094"
MS,Magee,Magee Municipal,17M,PU,,Basic,GA,GA,0,11,"$6,563,433"
MS,McComb,McComb/Pike County/John E Lewis Field,MCB,PU,,Basic,GA,GA,16,12,"$7,453,601"
MS,Meridian,Key Field,MEI,PU,,Regional,CS,CS,"6,624",0,"$6,811,275"
MS,Natchez,Hardy-Anders Field Natchez-Adams County,HEZ,PU,,Regional,GA,GA,37,26,"$1,912,280"
MS,New Albany,New Albany-Union County,M72,PU,,Basic,GA,GA,0,13,"$2,765,984"
MS,Newton,James H Easom Field,M23,PU,,Basic,GA,GA,0,9,"$1,500,000"
MS,Okolona,Okolona Municipal-Richard Stovall Field,5A4,PU,,Basic,GA,GA,0,9,"$2,343,451"
MS,Olive Branch,Olive Branch,OLV,PR,,National,R,R,0,184,"$6,101,818"
MS,Oxford,University-Oxford,UOX,PU,,Regional,GA,GA,521,30,"$13,890,996"
MS,Pascagoula,Trent Lott International,PQL,PU,,Regional,GA,GA,0,32,"$11,207,685"
MS,Philadelphia,Philadelphia Municipal,MPE,PU,,Basic,GA,GA,0,10,"$3,352,226"
MS,Picayune,Picayune Municipal,MJD,PU,,Local,GA,GA,0,55,"$2,771,930"
MS,Pittsboro,Calhoun County,04M,PU,,Basic,GA,GA,0,9,"$1,000,000"
MS,Pontotoc,Pontotoc County,22M,PU,,Local,GA,GA,0,19,"$1,037,114"
MS,Poplarville,Poplarville-Pearl River County,M13,PU,,Basic,GA,GA,0,13,"$866,667"
MS,Prentiss,Prentiss-Jefferson Davis County,M43,PU,,Basic,GA,GA,0,10,"$2,823,333"
MS,Quitman,Clarke County,23M,PU,,Basic,GA,GA,0,12,"$1,922,189"
MS,Raymond,John Bell Williams,JVW,PU,,Local,GA,GA,0,90,"$4,543,784"
MS,Richton,Richton-Perry County,M59,PU,,Unclassified,GA,GA,0,3,$0
MS,Ripley,Ripley,25M,PU,,Basic,GA,GA,0,9,"$950,363"
MS,Starkville,George M Bryan,STF,PU,,Regional,GA,GA,0,37,"$6,871,106"
MS,Tunica,Tunica Municipal,UTA,PU,,National,GA,GA,"31,003",16,"$7,120,491"
MS,Tupelo,Tupelo Regional,TUP,PU,,Regional,CS,CS,"5,553",46,"$4,359,319"
MS,Tylertown,Paul Pittman Memorial,T36,PU,,Basic,GA,GA,0,11,"$2,277,632"
MS,Vicksburg,Vicksburg Municipal,VKS,PU,,Local,GA,GA,0,19,"$1,851,650"
MS,Water Valley,Water Valley Municipal,33M,PU,,Unclassified,GA,GA,0,2,$0
MS,Waynesboro,Waynesboro Municipal,2R0,PU,,Basic,GA,GA,0,11,"$4,914,267"
MS,West Point,McCharen Field,M83,PU,,Basic,GA,GA,0,11,"$1,597,672"
MS,Wiggins,Dean Griffin Memorial,M24,PU,,Basic,GA,GA,0,9,"$2,842,777"
MS,Winona,Winona-Montgomery County,5A6,PU,,Local,GA,GA,0,21,"$2,554,752"
MS,Yazoo City,Yazoo County,87I,PU,,Basic,GA,GA,0,14,"$2,130,118"
MT,Anaconda,Bowman Field,3U3,PU,,Basic,GA,GA,2,9,"$1,152,000"
MT,Baker,Baker Municipal,BHK,PU,,Local,GA,GA,0,22,"$2,575,556"
MT,Big Sandy,Big Sandy,3U8,PU,,Basic,GA,GA,0,14,"$584,900"
MT,Big Timber,Big Timber,6S0,PU,,Basic,GA,GA,5,11,"$1,313,041"
MT,Billings,Billings Logan International,BIL,PU,S,,P,P,"420,113",167,"$29,952,119"
MT,Bozeman,Bozeman Yellowstone International,BZN,PU,S,,P,P,"482,683",302,"$21,251,393"
MT,Broadus,Broadus,00F,PU,,Basic,GA,GA,0,0,"$1,378,611"
MT,Butte,Bert Mooney,BTM,PU,N,,P,P,"29,738",36,"$9,078,020"
MT,Chester,Liberty County,LTY,PU,,Local,GA,GA,0,16,"$477,900"
MT,Chinook,Edgar G Obie,S71,PU,,Basic,GA,GA,0,12,"$1,754,111"
MT,Choteau,Choteau,CII,PU,,Basic,GA,GA,0,10,"$2,222,223"
MT,Circle,Circle Town County,4U6,PU,,Basic,GA,GA,0,3,"$1,027,000"
MT,Colstrip,Colstrip,M46,PU,,Basic,GA,GA,0,12,"$2,152,167"
MT,Columbus,Woltermann Memorial,6S3,PU,,Local,GA,GA,0,28,"$2,583,611"
MT,Conrad,Conrad,S01,PU,,Basic,GA,GA,0,9,$0
MT,Culbertson,Big Sky Field,S85,PU,,Basic,GA,GA,0,9,"$546,000"
MT,Cut Bank,Cut Bank International,CTB,PU,,Local,GA,GA,7,19,"$2,720,000"
MT,Deer Lodge,Deer Lodge-City-County,38S,PU,,Basic,GA,GA,0,13,"$5,800,661"
MT,Dillon,Dillon,DLN,PU,,Local,GA,GA,6,18,"$4,343,000"
MT,Ekalaka,Ekalaka,97M,PU,,Basic,GA,GA,0,3,"$710,900"
MT,Ennis,Ennis-Big Sky,EKS,PU,,Local,GA,GA,8,21,"$4,753,985"
MT,Eureka,Eureka,88M,PU,,Local,GA,GA,0,26,"$1,010,000"
MT,Forsyth,Tillitt Field,1S3,PU,,Local,GA,GA,0,23,"$508,556"
MT,Fort Benton,Fort Benton,79S,PU,,Local,GA,GA,0,38,"$795,038"
MT,Gardiner,Gardiner,29S,PU,,Basic,GA,GA,0,0,$0
MT,Geraldine,Geraldine,5U8,PU,,Unclassified,GA,GA,0,3,$0
MT,Glasgow,Wokal Field/Glasgow International,GGW,PU,,Local,CS,CS,"3,886",67,"$2,836,667"
MT,Glendive,Dawson Community,GDV,PU,,Local,CS,CS,"2,519",16,"$2,753,334"
MT,Great Falls,Great Falls International,GTF,PU,N,,P,P,"190,361",108,"$11,537,966"
MT,Hamilton,Ravalli County,6S5,PU,,Local,GA,GA,102,90,"$14,463,723"
MT,Hardin,Big Horn County,00U,PU,,Basic,GA,GA,0,0,"$621,667"
MT,Harlem,Harlem,48S,PU,,Basic,GA,GA,0,4,"$1,691,167"
MT,Harlowton,Wheatland County at Harlowton,HWQ,PU,,Basic,GA,GA,0,6,"$1,185,556"
MT,Havre,Havre City-County,HVR,PU,,Local,GA,GA,"2,409",21,"$1,964,444"
MT,Helena,Helena Regional,HLN,PU,N,,P,P,"96,869",237,"$14,069,703"
MT,Jordan,Jordan,JDN,PU,,Basic,GA,GA,0,1,"$335,000"
MT,Kalispell,Glacier Park International,GPI,PU,N,,P,P,"224,820",159,"$14,738,889"
MT,Kalispell,Kalispell City,S27,PU,,Local,GA,GA,2,71,$0
MT,Laurel,Laurel Municipal,6S8,PU,,Local,GA,GA,0,82,"$4,769,317"
MT,Lewistown,Lewistown Municipal,LWT,PU,,Local,GA,GA,3,82,"$2,349,444"
MT,Libby,Libby,S59,PU,,Local,GA,GA,18,17,"$2,004,406"
MT,Lincoln,Lincoln,S69,PU,,Basic,GA,GA,0,10,"$659,889"
MT,Livingston,Mission Field,LVM,PU,,Local,GA,GA,0,18,"$777,778"
MT,Malta,Malta,M75,PU,,Basic,GA,GA,0,13,"$1,650,000"
MT,Miles City,Frank Wiley Field,MLS,PU,,Local,GA,GA,8,19,"$5,373,349"
MT,Missoula,Missoula International,MSO,PU,N,,P,P,"334,948",150,"$29,507,272"
MT,Philipsburg,Riddick Field,U05,PU,,Unclassified,GA,GA,0,0,$0
MT,Plains,Plains,S34,PU,,Basic,GA,GA,0,5,"$1,813,444"
MT,Plentywood,Sher-Wood,PWD,PU,,Basic,GA,GA,0,8,"$1,503,354"
MT,Polson,Polson,8S1,PU,,Local,GA,GA,0,31,"$1,026,000"
MT,Poplar,Poplar Municipal,PO1,PU,,Basic,GA,GA,0,8,"$277,778"
MT,Red Lodge,Red Lodge,RED,PU,,Basic,GA,GA,0,11,$0
MT,Ronan,Ronan,7S0,PU,,Local,GA,GA,0,28,"$1,170,000"
MT,Roundup,Roundup,RPX,PU,,Basic,GA,GA,1,13,"$1,066,667"
MT,Scobey,Scobey,9S2,PU,,Local,GA,GA,0,16,"$1,681,743"
MT,Shelby,Shelby,SBX,PU,,Local,GA,GA,0,17,"$1,228,000"
MT,Sidney,Sidney-Richland Municipal,SDY,PU,N,,P,P,"11,878",42,"$4,036,311"
MT,Stanford,Stanford/Biggerstaff Field,S64,PU,,Basic,GA,GA,0,9,"$2,300,000"
MT,Stevensville,Stevensville,32S,PU,,Local,GA,GA,500,75,"$1,177,145"
MT,Superior,Mineral County,9S4,PU,,Basic,GA,GA,0,12,"$700,000"
MT,Terry,Terry,8U6,PU,,Basic,GA,GA,0,1,"$691,000"
MT,Thompson Falls,Thompson Falls,THM,PU,,Basic,GA,GA,0,11,"$2,826,267"
MT,Three Forks,Three Forks,9S5,PU,,Local,GA,GA,0,26,"$2,649,573"
MT,Townsend,Townsend,8U8,PU,,Basic,GA,GA,0,10,"$126,532"
MT,Turner,Turner,9U0,PU,,Basic,GA,GA,0,14,"$3,410,000"
MT,Twin Bridges,Twin Bridges,7S1,PU,,Basic,GA,GA,0,11,"$1,879,110"
MT,Valier,Valier,7S7,PU,,Unclassified,GA,GA,0,0,$0
MT,West Yellowstone,Yellowstone,WYS,PU,,Regional,CS,CS,"5,637",0,"$5,825,125"
MT,White Sulphur Springs,White Sulphur Springs,7S6,PU,,Basic,GA,GA,0,5,"$1,622,644"
MT,Winifred,Winifred,9S7,PU,,Basic,GA,GA,0,0,$0
MT,Wolf Point,L M Clayton,OLF,PU,,Local,CS,CS,"4,013",9,"$1,160,767"
NC,Ahoskie,Tri-County,ASJ,PU,,Basic,GA,GA,0,11,"$2,985,000"
NC,Albemarle,Stanly County,VUJ,PU,,Local,GA,GA,0,30,"$24,015,000"
NC,Andrews,Western Carolina Regional,RHP,PU,,Local,GA,GA,0,52,"$12,076,000"
NC,Asheboro,Asheboro Regional,HBI,PU,,Local,GA,GA,0,38,"$4,449,000"
NC,Asheville,Asheville Regional,AVL,PU,S,,P,P,"382,586",174,"$54,373,856"
NC,Beaufort,Michael J Smith Field,MRH,PU,,Regional,GA,GA,4,61,"$13,245,000"
NC,Burlington,Burlington-Alamance Regional,BUY,PU,,Regional,GA,GA,25,105,"$20,385,688"
NC,Charlotte,Charlotte/Douglas International,CLT,PU,L,,P,P,"21,537,725",92,"$511,301,188"
NC,Clinton,Clinton-Sampson County,CTZ,PU,,Local,GA,GA,0,23,"$9,073,000"
NC,Concord,Concord Regional,JQF,PU,N,,P,P,"30,286",168,"$42,752,556"
NC,Currituck,Currituck County Regional,ONX,PU,,Local,GA,GA,1,39,"$24,840,000"
NC,Edenton,Northeastern Regional,EDE,PU,,Local,GA,GA,0,21,"$4,046,975"
NC,Elizabeth City,Elizabeth City CG Air Station/Regional,ECG,MC,,Local,GA,GA,7,21,"$10,803,000"
NC,Elizabethtown,Curtis L Brown Jr Field,EYF,PU,,Local,GA,GA,0,23,"$13,252,000"
NC,Elkin,Elkin Municipal,ZEF,PU,,Local,GA,GA,0,25,"$19,270,000"
NC,Engelhard,Hyde County,7W6,PU,,Basic,GA,GA,0,0,"$2,722,333"
NC,Erwin,Harnett Regional Jetport,HRJ,PU,,Regional,GA,GA,0,53,"$17,398,578"
NC,Fayetteville,Fayetteville Regional/Grannis Field,FAY,PU,N,,P,P,"230,436",65,"$38,657,459"
NC,Franklin,Macon County,1A5,PU,,Local,GA,GA,0,19,"$14,354,685"
NC,Gastonia,Gastonia Municipal,AKH,PU,,Local,GA,GA,0,30,"$1,519,000"
NC,Goldsboro,Wayne Executive Jetport,GWW,PU,,Regional,GA,GA,0,51,"$3,177,500"
NC,Greensboro,Piedmont Triad International,GSO,PU,S,,P,P,"851,157",86,"$180,267,430"
NC,Greenville,Pitt-Greenville,PGV,PU,N,,P,P,"60,547",58,"$12,854,666"
NC,Hatteras,Billy Mitchell,HSE,PU,,Basic,GA,GA,0,0,"$1,000,000"
NC,Hickory,Hickory Regional,HKY,PU,,National,GA,GA,588,79,"$9,748,895"
NC,Jacksonville,Albert J Ellis,OAJ,PU,N,,P,P,"157,012",24,"$10,992,772"
NC,Jefferson,Ashe County,GEV,PU,,Local,GA,GA,788,29,"$7,386,000"
NC,Kenansville,Duplin County,DPL,PU,,Local,GA,GA,0,22,"$8,228,000"
NC,Kill Devil Hills,First Flight,FFA,PU,,Basic,GA,GA,0,0,"$1,700,000"
NC,Kinston,Kinston Regional Jetport at Stallings Field,ISO,PU,,Regional,CS,CS,"3,527",39,"$14,721,832"
NC,Lexington,Davidson County,EXX,PU,,Regional,GA,GA,0,66,"$6,749,000"
NC,Lincolnton,Lincolnton-Lincoln County Regional,IPJ,PU,,Local,GA,GA,0,73,"$8,614,667"
NC,Louisburg,Triangle North Executive,LHZ,PU,,Regional,GA,GA,0,126,"$9,665,000"
NC,Lumberton,Lumberton Regional,LBT,PU,,Local,GA,GA,0,45,"$11,171,722"
NC,Manteo,Dare County Regional,MQI,PU,,Regional,GA,GA,7,46,"$14,783,000"
NC,Maxton,Laurinburg-Maxton,MEB,PU,,Basic,GA,GA,0,12,"$10,263,161"
NC,Monroe,Charlotte-Monroe Executive,EQY,PU,,Regional,R,R,2,106,"$39,105,200"
NC,Morganton,Foothills Regional,MRN,PU,,Regional,GA,GA,0,42,"$4,053,000"
NC,Mount Airy,Mount Airy/Surry County,MWK,PU,,Regional,GA,GA,4,47,"$20,150,000"
NC,Mount Olive,Mount Olive Municipal,W40,PU,,Basic,GA,GA,0,12,"$5,220,000"
NC,New Bern,Coastal Carolina Regional,EWN,PU,N,,P,P,"118,749",82,"$8,510,385"
NC,North Wilkesboro,Wilkes County,UKF,PU,,Regional,GA,GA,2,29,"$11,236,333"
NC,Oak Island,Cape Fear Regional Jetport/Howie Franklin Field,SUT,PU,,Regional,GA,GA,3,85,"$15,360,667"
NC,Ocean Isle Beach,Odell Williamson Municipal,60J,PU,,Basic,GA,GA,0,11,"$2,575,000"
NC,Ocracoke,Ocracoke Island,W95,PU,,Basic,GA,GA,0,0,"$1,000,000"
NC,Oxford,Henderson-Oxford,HNZ,PU,,Local,GA,GA,0,40,"$10,905,000"
NC,Pinehurst/Southern Pines,Moore County,SOP,PU,,Regional,GA,GA,356,84,"$21,609,333"
NC,Plymouth,Plymouth Municipal,PMZ,PU,,Basic,GA,GA,0,11,"$8,460,000"
NC,Raleigh/Durham,Raleigh-Durham International,RDU,PU,M,,P,P,"4,673,869",162,"$47,849,856"
NC,Reidsville,Rockingham County Nc Shiloh,SIF,PU,,Local,GA,GA,0,55,"$9,081,000"
NC,Roanoke Rapids,Halifax-Northampton Regional,IXA,PU,,Local,GA,GA,0,24,"$4,770,000"
NC,Rockingham,Richmond County,RCZ,PU,,Unclassified,GA,GA,0,8,$0
NC,Rocky Mount,Rocky Mount-Wilson Regional,RWI,PU,,Regional,GA,GA,807,10,"$10,277,267"
NC,Roxboro,Person County,TDF,PU,,Regional,GA,GA,0,39,"$9,806,500"
NC,Rutherfordton,Rutherford County-Marchman Field,FQD,PU,,Regional,GA,GA,0,38,"$11,537,000"
NC,Salisbury,Rowan County,RUQ,PU,,Regional,GA,GA,2,95,"$29,806,204"
NC,Sanford,Raleigh Exec Jetport at Sanford-Lee County,TTA,PU,,Regional,R,R,0,96,"$17,968,334"
NC,Shelby,Shelby-Cleveland County Regional,EHO,PU,,Local,GA,GA,0,38,"$13,195,000"
NC,Siler City,Siler City Municipal,SCR,PU,,Local,GA,GA,0,25,"$2,390,000"
NC,Smithfield,Johnston Regional,JNX,PU,,Regional,GA,GA,0,108,"$14,710,000"
NC,Spruce Pine,Avery County/Morrison Field/,7A8,PU,,Local,GA,GA,0,18,"$800,000"
NC,Star,Montgomery County,43A,PU,,Local,GA,GA,0,17,"$1,540,000"
NC,Statesville,Statesville Regional,SVH,PU,,National,GA,GA,0,68,"$39,706,000"
NC,Sylva,Jackson County,24A,PU,,Basic,GA,GA,0,14,"$2,596,000"
NC,Tarboro,Tarboro-Edgecombe,ETC,PU,,Unclassified,GA,GA,0,5,$0
NC,Wadesboro,Anson County-Jeff Cloud Field,AFP,PU,,Local,GA,GA,0,25,"$4,569,000"
NC,Wallace,Henderson Field,ACZ,PU,,Local,GA,GA,0,21,"$4,645,000"
NC,Washington,Washington-Warren,OCW,PU,,Local,GA,GA,7,21,"$7,915,000"
NC,Whiteville,Columbus County Municipal,CPC,PU,,Local,GA,GA,0,26,"$7,343,889"
NC,Williamston,Martin County,MCZ,PU,,Basic,GA,GA,0,11,"$2,950,000"
