state,city,airport,locid,ownership,hub,role,Current,year5,enplaned,based,Devestimate
AK,Adak Island,Adak,ADK,PU,,Basic,GA,GA,"2,194",0,"$15,500,000"
AK,Akhiok,Akhiok,AKK,PU,,Basic,GA,GA,"1,243",0,"$9,842,105"
AK,Akiachak,Akiachak,Z13,NA,,Local,CS,CS,"3,771",0,$0
AK,Akiak,Akiak,AKI,PU,,Basic,GA,GA,"2,226",0,"$818,605"
AK,Akutan,Akutan,7AK,PU,,Basic,GA,GA,"2,051",0,$0
AK,Akutan,Akutan,KQA,PU,,Basic,GA,GA,23,0,$0
AK,Alakanuk,Alakanuk,AUK,PU,,Local,CS,CS,"5,042",0,"$343,213"
AK,Aleknagik,Aleknagik/New,5A8,PU,,Basic,GA,GA,19,0,$0
AK,Allakaket,Allakaket,6A8,PU,,Basic,GA,GA,"1,851",0,$0
AK,Ambler,Ambler,AFM,PU,,Basic,GA,GA,"2,120",1,$0
AK,Anaktuvuk Pass,Anaktuvuk Pass,AKP,PU,,Local,CS,CS,"3,796",0,"$315,789"
AK,Anchorage,Lake Hood,LHD,PU,N,,P,P,"13,545","1,032","$14,080,000"
AK,Anchorage,Merrill Field,MRI,PU,N,,P,P,"22,210",844,"$28,904,084"
AK,Anchorage,Ted Stevens Anchorage International,ANC,PU,M,,P,P,"2,381,826",98,"$239,853,776"
AK,Angoon,Angoon,AGN,PU,,Basic,GA,GA,"1,670",0,$0
AK,Angoon,Angoon (Proposed GA),+07E,PU,,,,GA,0,0,"$31,399,869"
AK,Aniak,Aniak,ANI,PU,N,,P,P,"12,955",19,"$61,585,334"
AK,Anvik,Anvik,ANV,PU,,Basic,GA,GA,817,0,$0
AK,Arctic Village,Arctic Village,ARC,NA,,Basic,GA,GA,"1,707",0,$0
AK,Atka,Atka,AKA,PU,,Basic,GA,GA,292,0,$0
AK,Atmautluak,Atmautluak,4A2,PU,,Local,CS,CS,"2,959",0,"$1,221,838"
AK,Atqasuk,Atqasuk Edward Burnell Sr Memorial,ATK,PU,,Basic,GA,GA,"2,004",0,"$23,000,000"
AK,Baranof,Warm Spring Bay,BNF,PU,,Unclassified,GA,GA,0,0,$0
AK,Barrow,Wiley Post-Will Rogers Memorial,BRW,PU,N,,P,P,"56,995",8,"$75,127,618"
AK,Barter Island Lrrs,Barter Island LRRS,BTI,MA,,Local,CS,CS,"2,925",0,$0
AK,Beaver,Beaver,WBQ,PU,,Basic,GA,GA,946,0,"$6,830,063"
AK,Bethel,Bethel,BET,PU,N,,P,P,"155,936",233,"$25,910,533"
AK,Bettles,Bettles,BTT,PU,,Basic,GA,GA,"2,035",12,"$12,293,809"
AK,Big Lake,Big Lake,BGQ,PU,,Local,GA,GA,0,65,"$1,160,373"
AK,Birch Creek,Birch Creek,Z91,PU,,Basic,GA,GA,261,0,"$963,396"
AK,Birchwood,Birchwood,BCV,PU,,Local,GA,GA,0,273,"$4,266,667"
AK,Boundary,Boundary,BYA,PU,,Basic,GA,GA,5,0,$0
AK,Brevig Mission,Brevig Mission,KTS,PU,,Basic,GA,GA,"1,948",0,$0
AK,Buckland,Buckland,BVK,PU,,Local,CS,CS,"4,009",1,"$657,067"
AK,Central,Central,CEM,PU,,Basic,GA,GA,12,0,$0
AK,Chalkyitsik,Chalkyitsik,CIK,PU,,Basic,GA,GA,762,0,"$14,890,266"
AK,Chandalar Camp,Chandalar Shelf,5CD,PU,,Basic,GA,GA,0,0,"$2,666,666"
AK,Chandalar Lake,Chandalar Lake,WCR,PU,,Basic,GA,GA,47,0,$0
AK,Chefornak,Chefornak,CFK,PU,,Local,CS,CS,"4,590",0,"$948,432"
AK,Chenega,Chenega Bay,C05,PU,,Basic,GA,GA,0,0,"$184,000"
AK,Chevak,Chevak,VAK,PU,,Local,CS,CS,"5,690",0,"$326,870"
AK,Chicken,Chicken,CKX,PU,,Basic,GA,GA,26,0,$0
AK,Chignik,Chignik,AJC,PU,,Basic,GA,GA,247,0,"$860,373"
AK,Chignik Lagoon,Chignik Lagoon,KCL,PU,,Basic,GA,GA,257,0,$0
AK,Chignik Lake,Chignik Lake,A79,PU,,Basic,GA,GA,576,0,"$1,000,000"
AK,Chisana,Chisana,CZN,PU,,Basic,GA,GA,91,0,$0
AK,Chitina,Chitina,CXC,PU,,Basic,GA,GA,20,2,"$1,605,060"
AK,Chuathbaluk,Chuathbaluk,9A3,PU,,Basic,GA,GA,399,0,"$602,288"
AK,Circle,Circle City,CRC,PU,,Basic,GA,GA,406,0,"$1,578,948"
AK,Circle Hot Springs,Circle Hot Springs,CHP,PU,,Unclassified,GA,GA,15,0,$0
AK,Clarks Point,Clarks Point,CLP,PU,,Basic,GA,GA,495,1,"$4,266,667"
AK,Clear,Clear,Z84,PU,,Unclassified,GA,GA,2,3,$0
AK,Coffman Cove,Coffman Cove,KCC,PU,,Basic,GA,GA,138,0,$0
AK,Cold Bay,Cold Bay,CDB,PU,,Local,CS,CS,"8,172",0,"$486,901"
AK,Coldfoot,Coldfoot,CXF,PU,,Local,CS,CS,"5,962",3,$0
AK,Cordova,Cordova Municipal,CKU,PU,,Basic,GA,GA,0,22,$0
AK,Cordova,Merle K (Mudhole) Smith,CDV,PU,N,,P,P,"14,479",29,"$43,369,452"
AK,Council,Council,K29,PU,,Basic,GA,GA,0,0,$0
AK,Craig,Craig,CGA,PU,,Local,CS,CS,"2,869",0,$0
AK,Crooked Creek,Crooked Creek,CJX,PU,,Basic,GA,GA,404,0,"$25,297,720"
AK,Dahl Creek,Dahl Creek,DCK,PU,,Unclassified,GA,GA,14,0,$0
AK,Deadhorse,Deadhorse,SCC,PU,N,,P,P,"56,001",10,"$29,370,667"
AK,Deering,Deering,DEE,PU,,Basic,GA,GA,"1,571",0,"$1,621,334"
AK,Dillingham,Dillingham,DLG,PU,N,,P,P,"39,414",41,"$16,301,643"
AK,Diomede,Diomede,DM2,PU,,Basic,GA,GA,0,0,"$1,526,315"
AK,Eagle,Eagle,EAA,PU,,Basic,GA,GA,596,1,"$2,026,667"
AK,Eek,Eek,EEK,PU,,Local,CS,CS,"3,857",0,"$761,501"
AK,Egegik,Egegik,EII,PU,,Basic,GA,GA,"1,168",0,$0
AK,Ekwok,Ekwok,KEK,PU,,Basic,GA,GA,190,0,$0
AK,Elfin Cove,Elfin Cove,ELV,PU,,Basic,GA,GA,546,0,$0
AK,Elim,Elim,ELI,PU,,Basic,GA,GA,"2,145",0,"$429,333"
AK,Emmonak,Emmonak,ENM,PU,,Local,CS,CS,"9,447",1,"$1,246,689"
AK,Excursion Inlet,Excursion Inlet,EXI,PU,,Basic,GA,GA,37,0,$0
AK,Fairbanks,Fairbanks International,FAI,PU,S,,P,P,"459,769",570,"$39,221,504"
AK,False Pass,False Pass,KFP,PU,,Basic,GA,GA,361,0,$0
AK,Flat,Flat,FLT,PU,,Basic,GA,GA,2,0,$0
AK,Fort Yukon,Fort Yukon,FYU,PU,,Local,CS,CS,"7,148",0,$0
AK,Funter Bay,Funter Bay,FNR,PU,,Basic,GA,GA,6,0,$0
AK,Galbraith Lake,Galbraith Lake,GBH,PU,,Basic,GA,GA,466,0,$0
AK,Galena,Edward G Pitka Sr,GAL,PU,N,,P,P,"12,349",13,"$21,922,146"
AK,Gambell,Gambell,GAM,PU,,Local,CS,CS,"3,420",0,"$10,423,333"
AK,Girdwood,Girdwood,AQY,PU,,Basic,GA,GA,0,16,$0
AK,Golovin,Golovin,GLV,PU,,Basic,GA,GA,"1,873",0,"$290,000"
AK,Goodnews,Goodnews,GNU,PU,,Basic,GA,GA,"1,410",0,$0
AK,Goose Bay,Goose Bay,Z40,PU,,Unclassified,GA,GA,0,0,$0
AK,Grayling,Grayling,KGX,PU,,Basic,GA,GA,972,0,"$495,000"
AK,Gulkana,Gulkana,GKN,PU,,Basic,GA,GA,0,13,"$775,232"
AK,Gustavus,Gustavus,GST,PU,,Local,CS,CS,"9,484",0,"$16,315,789"
AK,Haines,Haines,3Z9,PU,,Unclassified,GA,GA,0,0,$0
AK,Haines,Haines,HNS,PU,,Local,CS,CS,"8,368",0,"$12,800,000"
AK,Healy,Healy River,HRR,PU,,Basic,GA,GA,10,6,"$842,105"
AK,Hollis,Hollis Clark Bay,HYL,PU,,Basic,GA,GA,"1,326",0,$0
AK,Holy Cross,Holy Cross,HCA,PU,,Basic,GA,GA,"1,323",0,"$10,886,689"
AK,Homer,Homer,HOM,PU,N,,P,P,"38,862",93,"$17,812,982"
AK,Hoonah,Hoonah,HNH,PU,,Local,CS,CS,"9,849",0,"$429,333"
AK,Hoonah,Hoonah,OOH,PU,,Unclassified,GA,GA,0,0,$0
AK,Hooper Bay,Hooper Bay,HPB,PU,,Local,CS,CS,"5,460",0,"$544,373"
AK,Hope,Hope,5HO,PU,,Basic,GA,GA,0,9,$0
AK,Hughes,Hughes,HUS,PU,,Basic,GA,GA,966,0,"$9,286,130"
AK,Huslia,Huslia,HLA,PU,,Local,CS,CS,"3,269",1,"$1,350,689"
AK,Hydaburg,Hydaburg,HYG,PU,,Basic,GA,GA,32,0,$0
AK,Hyder,Hyder,4Z7,PU,,Basic,GA,GA,110,0,$0
AK,Igiugig,Igiugig,IGG,PU,,Basic,GA,GA,622,0,$0
AK,Iliamna,Iliamna,ILI,PU,,Local,CS,CS,"6,092",29,$0
AK,Juneau,Juneau Harbor,5Z1,PU,,Basic,GA,GA,0,0,$0
AK,Juneau,Juneau International,JNU,PU,N,,P,P,"375,828",325,"$50,568,882"
AK,Kake,Kake,AFE,PU,,Basic,GA,GA,0,0,"$21,120,000"
AK,Kake,Kake,KAE,PU,,Basic,GA,GA,"1,883",0,$0
AK,Kaktovik,Kaktovik (Proposed CS),+08O,PU,,,,CS,0,0,"$2,850,471"
AK,Kalskag,Kalskag,KLG,PU,,Local,CS,CS,"3,060",0,$0
AK,Kaltag,Kaltag,KAL,PU,,Basic,GA,GA,"1,631",0,"$6,818,288"
AK,Kantishna,Kantishna,5Z5,PU,,Basic,GA,GA,0,0,$0
AK,Karluk,Karluk,KYK,PU,,Basic,GA,GA,246,0,$0
AK,Kasaan,Kasaan,KXA,PU,,Basic,GA,GA,123,0,$0
AK,Kasigluk,Kasigluk,Z09,PU,,Local,CS,CS,"4,719",0,"$1,559,605"
AK,Kenai,Kenai Municipal,ENA,PU,N,,P,P,"100,448",61,"$21,558,608"
AK,Ketchikan,Ketchikan International,KTN,PU,N,,P,P,"115,948",5,"$8,941,820"
AK,Ketchikan,Murphys Pullout,8K9,PU,,Unclassified,GA,GA,0,8,$0
AK,Kiana,Bob Baker Memorial,IAN,PU,,Local,CS,CS,"3,388",0,"$18,263,213"
AK,King Cove,King Cove,KVC,PU,,Basic,GA,GA,"2,360",0,$0
AK,King Salmon,King Salmon,AKN,PU,N,,P,P,"35,012",39,"$49,466,667"
AK,Kipnuk,Kipnuk,IIK,PU,,Local,CS,CS,"6,451",0,"$378,393"
AK,Kitoi Bay,Kitoi Bay,KKB,PU,,Basic,GA,GA,38,0,$0
AK,Kivalina,Kivalina,KVL,PU,,Local,CS,CS,"3,171",0,"$10,001,667"
AK,Klawock,Klawock,AKW,PU,,Local,CS,CS,"7,780",7,"$9,813,333"
AK,Klawock,Klawock,AQC,PU,,Unclassified,GA,GA,0,0,$0
AK,Kobuk,Kobuk,OBU,PU,,Basic,GA,GA,"1,342",0,"$579,700"
AK,Kodiak,Kodiak,ADQ,PU,N,,P,P,"79,966",55,"$26,400,000"
AK,Kodiak,Kodiak Municipal,KDK,PU,,Basic,GA,GA,0,19,$0
AK,Kodiak,Trident Basin,T44,PU,,Basic,GA,GA,0,11,"$533,333"
AK,Kokhanok,Kokhanok,9K2,PU,,Basic,GA,GA,"1,063",0,"$290,000"
AK,Koliganek,Koliganek,JZZ,PU,,Basic,GA,GA,616,1,"$343,213"
AK,Kongiganak,Kongiganak,DUY,PU,,Local,CS,CS,"3,904",0,"$378,393"
AK,Kotlik,Kotlik,2A9,PU,,Local,CS,CS,"4,782",0,"$429,333"
AK,Kotzebue,Ralph Wien Memorial,OTZ,PU,N,,P,P,"63,128",43,"$29,526,172"
AK,Koyuk,Koyuk Alfred Adams,KKA,PU,,Basic,GA,GA,"2,294",0,"$17,066,667"
AK,Koyukuk,Koyukuk,KYU,PU,,Basic,GA,GA,"1,031",0,"$752,797"
AK,Kwethluk,Kwethluk,KWT,PU,,Local,CS,CS,"4,485",0,"$1,652,910"
AK,Kwigillingok,Kwigillingok,GGV,PU,,Local,CS,CS,"4,002",0,"$18,949,848"
AK,Lake Louise,Lake Louise,Z55,PU,,Basic,GA,GA,42,0,$0
AK,Larsen Bay,Larsen Bay,2A3,PU,,Local,CS,CS,"2,595",0,"$409,584"
AK,Levelock,Levelock,9Z8,PU,,Basic,GA,GA,320,0,"$451,567"
AK,Lime Village,Lime Village,2AK,PU,,Basic,GA,GA,1,0,"$461,166"
AK,Manley Hot Springs,Manley Hot Springs,MLY,PU,,Basic,GA,GA,241,7,"$2,404,195"
AK,Manokotak,Manokotak,MBA,PU,,Local,CS,CS,"9,437",0,$0
AK,Marshall,Marshall Don Hunter Sr,MDM,PU,,Local,CS,CS,"3,074",0,"$769,957"
AK,May Creek,May Creek,MYK,PU,,Basic,GA,GA,0,0,$0
AK,McCarthy,McCarthy,15Z,PU,,Basic,GA,GA,6,0,$0
AK,McGrath,McGrath,MCG,PU,,Local,CS,CS,"2,968",11,"$7,349,333"
AK,Mekoryuk,Mekoryuk,MYU,PU,,Basic,GA,GA,"1,302",0,"$5,535,247"
AK,Metlakatla,Metlakatla,MTM,PU,,Local,CS,CS,"4,057",0,$0
AK,Meyers Chuck,Meyers Chuck,84K,PU,,Unclassified,GA,GA,160,0,$0
AK,Minchumina,Minchumina,MHM,PU,,Basic,GA,GA,225,2,"$326,316"
AK,Minto,Minto Al Wright,51Z,PU,,Basic,GA,GA,209,0,$0
AK,Mountain Village,Mountain Village,MOU,PU,,Local,CS,CS,"4,760",0,"$2,280,373"
AK,Naknek,Naknek,5NK,PU,,Basic,GA,GA,42,21,$0
AK,Nanwalek,Nanwalek,KEB,PU,,Basic,GA,GA,"2,131",0,$0
AK,Napakiak,Napakiak,WNA,PU,,Basic,GA,GA,"1,861",0,"$722,614"
AK,Napaskiak,Napaskiak,PKA,PU,,Basic,GA,GA,"2,321",0,"$1,143,213"
AK,Nelson Lagoon,Nelson Lagoon,OUL,PU,,Basic,GA,GA,300,0,"$1,390,063"
AK,Nenana,Nenana Municipal,ENN,PU,,Local,GA,GA,32,15,"$1,052,632"
AK,New Stuyahok,New Stuyahok,KNW,PU,,Basic,GA,GA,694,0,"$398,372"
AK,Newtok,Newtok,EWU,PU,,Local,CS,CS,"2,841",0,$0
AK,Nightmute,Nightmute,IGT,PU,,Basic,GA,GA,"1,939",0,$0
AK,Nikolai,Nikolai,FSP,PU,,Basic,GA,GA,346,0,"$747,778"
AK,Noatak,Noatak,WTK,PU,,Local,CS,CS,"4,296",0,"$585,000"
AK,Nome,Nome,OME,PU,N,,P,P,"58,610",71,"$27,733,334"
AK,Nondalton,Nondalton,5NN,PU,,Basic,GA,GA,"1,683",0,$0
AK,Noorvik,Robert/Bob/Curtis Memorial,D76,PU,,Local,CS,CS,"3,946",0,"$10,378,667"
AK,North Whale Pass,North Whale,96Z,PU,,Basic,GA,GA,138,0,$0
AK,Northway,Northway,ORT,PU,,Basic,GA,GA,21,0,"$448,000"
AK,Nuiqsut,Nuiqsut,AQT,PU,,Basic,GA,GA,"2,113",0,"$25,233,334"
AK,Nulato,Nulato,NUL,PU,,Basic,GA,GA,"2,489",1,"$152,000"
AK,Nunapitchuk,Nunapitchuk,16A,PU,,Local,CS,CS,"3,484",0,$0
AK,Old Harbor,Old Harbor,6R7,PU,,Local,CS,CS,"2,913",0,"$11,536,000"
AK,Ophir,Ophir,Z17,PU,,Unclassified,GA,GA,8,0,$0
AK,Ouzinkie,Ouzinkie,4K5,PU,,Basic,GA,GA,"1,897",0,"$469,333"
AK,Palmer,Palmer Municipal,PAQ,PU,,Local,GA,GA,0,107,"$14,933,333"
AK,Pedro Bay,Pedro Bay,4K0,PU,,Basic,GA,GA,634,0,"$403,184"
AK,Pelican,Pelican,PEC,PU,,Basic,GA,GA,996,0,$0
AK,Perryville,Perryville,PEV,PU,,Basic,GA,GA,535,0,$0
AK,Petersburg,Lloyd R Roundtree Seaplane Facility,63A,PU,,Unclassified,GA,GA,0,4,$0
AK,Petersburg,Petersburg James A Johnson,PSG,PU,N,,P,P,"19,065",18,"$7,490,994"
AK,Pilot Point,Pilot Point,PNP,PU,,Basic,GA,GA,510,0,"$290,000"
AK,Pilot Station,Pilot Station,+07L,PU,,,,CS,0,0,$0
AK,Pilot Station,Pilot Station,0AK,PU,,Local,CS,CS,"3,508",0,"$738,728"
AK,Platinum,Platinum,PTU,PU,,Basic,GA,GA,924,0,$0
AK,Point Baker,Point Baker,KPB,PU,,Unclassified,GA,GA,32,0,$0
AK,Point Hope,Point Hope,PHO,PU,,Local,CS,CS,"4,518",0,"$19,874,743"
AK,Point Lay,Point Lay LRRS,PIZ,MA,,Basic,GA,GA,"1,880",0,$0
AK,Port Alexander,Port Alexander,AHP,PU,,Basic,GA,GA,0,0,$0
AK,Port Graham,Port Graham,PGM,PU,,Basic,GA,GA,"2,072",0,$0
AK,Port Heiden,Port Heiden,PTH,PU,,Basic,GA,GA,746,0,"$845,000"
AK,Port Lions,Port Lions,ORI,PU,,Basic,GA,GA,"1,910",0,"$2,023,457"
AK,Port Protection,Port Protection,19P,PU,,Basic,GA,GA,66,0,$0
AK,Portage Creek,Portage Creek,A14,PU,,Basic,GA,GA,31,0,"$728,217"
AK,Prospect Creek,Prospect Creek,PPC,PU,,Unclassified,GA,GA,466,0,$0
AK,Quinhagak,Quinhagak,AQH,NA,,Local,CS,CS,"7,759",0,$0
AK,Rampart,Rampart,RMP,PU,,Basic,GA,GA,283,0,"$867,520"
AK,Red Devil,Red Devil,RDV,PU,,Basic,GA,GA,28,0,"$2,824,253"
AK,Ruby,Ruby,RBY,PU,,Basic,GA,GA,"2,190",2,"$230,000"
AK,Russian Mission,Russian Mission,RSH,PU,,Local,CS,CS,"2,596",0,"$383,985"
AK,Sand Point,Sand Point,SDP,PU,,Local,CS,CS,"4,135",0,"$321,762"
AK,Savoonga,Savoonga,SVA,PU,,Local,CS,CS,"3,352",0,"$444,510"
AK,Scammon Bay,Scammon Bay,SCM,PU,,Local,CS,CS,"4,508",0,"$354,743"
AK,Selawik,Selawik,WLK,PU,,Local,CS,CS,"4,898",0,"$13,013,333"
AK,Seldovia,Seldovia,SOV,PU,,Local,CS,CS,"3,459",3,"$6,933,333"
AK,Seward,Seward,SWD,PU,,Local,GA,GA,0,25,"$18,528,733"
AK,Shageluk,Shageluk,SHX,PU,,Basic,GA,GA,753,0,"$495,000"
AK,Shaktoolik,Shaktoolik,2C7,PU,,Basic,GA,GA,"2,223",0,$0
AK,Sheldon Point,Sheldon Point,SXP,PU,,Basic,GA,GA,"1,940",0,"$20,348,501"
AK,Shishmaref,Shishmaref,SHH,PU,,Local,CS,CS,"2,703",0,"$230,000"
AK,Shungnak,Shungnak,SHG,PU,,Basic,GA,GA,"2,232",0,"$705,526"
AK,Sitka,Sitka,A29,PU,,Unclassified,GA,GA,0,5,$0
AK,Sitka,Sitka Rocky Gutierrez,SIT,PU,N,,P,P,"72,027",28,"$1,216,667"
AK,Skagway,Skagway,SGY,PU,,Local,CS,CS,"7,296",17,"$402,500"
AK,Skwentna,Skwentna,SKW,PU,,Basic,GA,GA,71,0,"$850,000"
AK,Sleetmute,Sleetmute,SLQ,PU,,Basic,GA,GA,319,0,"$886,407"
AK,Soldotna,Soldotna,SXQ,PU,,Local,GA,GA,0,193,"$13,497,325"
AK,South Naknek,South Naknek Nr 2,WSN,PU,,Basic,GA,GA,79,0,"$4,383,985"
AK,St Mary'S,St Mary's,KSM,PU,N,,P,P,"12,473",8,"$15,883,333"
AK,St Michael,St Michael,SMK,PU,,Basic,GA,GA,"2,018",0,"$585,000"
AK,St Paul Island,St Paul Island,SNP,PU,,Local,CS,CS,"2,727",0,"$1,771,010"
AK,St. George,St George,PBV,PU,,Basic,GA,GA,496,0,"$2,133,333"
AK,Stebbins,Stebbins,WBB,PU,,Basic,GA,GA,"2,256",0,"$5,877,318"
AK,Stevens Village,Stevens Village,SVS,PU,,Basic,GA,GA,292,0,"$383,985"
AK,Stony River,Stony River 2,SRV,PU,,Basic,GA,GA,84,0,"$584,253"
AK,Takotna,Takotna,TCT,PU,,Basic,GA,GA,259,0,$0
AK,Talkeetna,Talkeetna,TKA,PU,,Local,GA,GA,0,26,$0
AK,Tanana,Ralph M Calhoun Memorial,TAL,PU,,Local,CS,CS,"3,027",0,"$321,762"
AK,Tatitlek,Tatitlek,7KA,PU,,Basic,GA,GA,0,0,"$705,747"
AK,Telida,Telida,2K5,PU,,Basic,GA,GA,23,0,$0
AK,Teller,Teller,TER,PU,,Basic,GA,GA,"1,198",0,"$960,000"
AK,Tenakee Springs,Tenakee,TKE,PU,,Basic,GA,GA,634,0,$0
AK,Tetlin,Tetlin,3T4,PU,,Basic,GA,GA,24,0,$0
AK,Thorne Bay,Thorne Bay,KTB,PU,,Local,CS,CS,"2,744",0,$0
AK,Togiak Village,Togiak,TOG,PU,,Basic,GA,GA,"1,489",0,"$8,551,762"
AK,Tok,Tok Junction,6K8,PU,,Local,GA,GA,553,38,"$6,400,000"
AK,Toksook Bay,Toksook Bay,OOK,PU,,Local,CS,CS,"5,088",0,"$7,930,693"
AK,Tuluksak,Tuluksak,TLT,PU,,Local,CS,CS,"2,994",0,$0
AK,Tuntutuliak,Tuntutuliak,A61,PU,,Local,CS,CS,"3,861",0,"$321,762"
AK,Tununak,Tununak,4KA,PU,,Basic,GA,GA,"2,465",0,$0
AK,Twin Hills,Twin Hills,A63,PU,,Basic,GA,GA,72,0,$0
AK,Ugashik,Ugashik,9A8,PU,,Basic,GA,GA,70,0,$0
AK,Unalakleet,Unalakleet,UNK,PU,N,,P,P,"13,099",14,"$321,762"
AK,Unalaska,Unalaska,DUT,PU,N,,P,P,"29,370",4,"$15,015,833"
AK,Valdez,Valdez Pioneer Field,VDZ,PU,N,,P,P,"14,658",35,"$5,026,171"
AK,Venetie,Venetie,VEE,NA,,Basic,GA,GA,"2,413",0,$0
AK,Wainwright,Wainwright,AWI,PU,,Local,CS,CS,"3,731",0,"$14,805,613"
AK,Wales,Wales,IWK,PU,,Basic,GA,GA,"1,376",0,$0
AK,Wasilla,Wasilla,IYS,PU,,Local,GA,GA,35,79,"$15,626,667"
AK,White Mountain,White Mountain,WMO,PU,,Basic,GA,GA,"1,416",0,"$3,893,333"
AK,Whittier,Whittier,IEM,PU,,Unclassified,GA,GA,0,0,$0
AK,Willow,Willow,UUO,PU,,Basic,GA,GA,"2,000",19,$0
AK,Wiseman,Wiseman,WSM,PU,,Unclassified,GA,GA,0,0,$0
AK,Wrangell,Wrangell,68A,PU,,Basic,GA,GA,0,0,$0
AK,Wrangell,Wrangell,WRG,PU,N,,P,P,"11,828",12,"$1,226,619"
AK,Yakutat,Yakutat,2Y3,PU,,Unclassified,GA,GA,0,0,$0
AK,Yakutat,Yakutat,YAK,PU,N,,P,P,"10,619",8,"$11,239,141"
AL,Abbeville,Abbeville Municipal,0J0,PU,,Unclassified,GA,GA,0,0,$0
AL,Alabaster,Shelby County,EET,PU,,Regional,GA,GA,0,78,"$1,900,736"
AL,Albertville,Albertville Regional-Thomas J Brumlik Field,8A0,PU,,Regional,GA,GA,0,41,"$992,556"
AL,Alexander City,Thomas C Russell Field,ALX,PU,,Local,GA,GA,1,28,"$4,319,923"
AL,Aliceville,George Downer,AIV,PU,,Unclassified,GA,GA,0,6,$0
AL,Andalusia/Opp,South Alabama Regional at Bill Benton Field,79J,PU,,Local,GA,GA,0,25,"$2,379,773"
AL,Anniston,Anniston Regional,ANB,PU,,Regional,GA,GA,993,25,"$4,220,600"
AL,Ashland/Lineville,Ashland/Lineville,26A,PU,,Basic,GA,GA,0,7,"$2,069,334"
AL,Atmore,Atmore Municipal,0R1,PU,,Basic,GA,GA,0,11,"$1,423,000"
AL,Auburn,Auburn University Regional,AUO,PU,,Regional,GA,GA,317,44,"$11,467,829"
AL,Bay Minette,Bay Minette Municipal,1R8,PU,,Basic,GA,GA,0,10,"$3,367,181"
AL,Bessemer,Bessemer,EKY,PU,,Regional,R,R,3,99,"$3,142,027"
AL,Birmingham,Birmingham-Shuttlesworth International,BHM,PU,S,,P,P,"1,299,214",242,"$66,400,120"
AL,Brewton,Brewton Municipal,12J,PU,,Local,GA,GA,0,20,"$4,757,252"
AL,Butler,Butler-Choctaw County,09A,PU,,Unclassified,GA,GA,0,0,$0
AL,Camden,Camden Municipal,61A,PU,,Basic,GA,GA,0,6,"$1,225,000"
AL,Centre,Centre-Piedmont-Cherokee County Regional,PYP,PU,,Local,GA,GA,0,15,"$4,176,251"
AL,Centreville,Bibb County,0A8,PU,,Basic,GA,GA,0,11,"$3,363,279"
AL,Clanton,Chilton County,02A,PU,,Local,GA,GA,0,23,"$6,967,839"
AL,Clayton,Clayton Municipal,11A,PU,,Unclassified,GA,GA,0,1,$0
AL,Courtland,Courtland,9A4,PU,,Local,GA,GA,0,47,"$4,394,445"
AL,Cullman,Cullman Regional-Folsom Field,CMD,PU,,Local,GA,GA,12,46,"$1,539,997"
AL,Dauphin Island,Jeremiah Denton Airport,4R9,PU,,Basic,GA,GA,2,0,"$3,670,833"
AL,Decatur,Pryor Field Regional,DCU,PU,,Regional,GA,GA,8,74,"$5,081,948"
AL,Demopolis,Demopolis Regional,DYA,PU,,Local,GA,GA,0,21,"$2,313,450"
AL,Dothan,Dothan Regional,DHN,PU,N,,P,P,"50,309",91,"$12,911,728"
AL,Elba,Carl Folsom,14J,PU,,Local,GA,GA,0,23,"$2,985,390"
AL,Enterprise,Enterprise Municipal,EDN,PU,,Local,GA,GA,0,76,"$9,376,250"
AL,Eufaula,Weedon Field,EUF,PU,,Local,GA,GA,0,26,"$2,739,886"
AL,Evergreen,Middleton Field,GZH,PU,,Basic,GA,GA,0,9,"$2,242,582"
AL,Fairhope,H. L. (Sonny) Callahan,CQF,PU,,Local,GA,GA,4,32,"$6,717,575"
AL,Fayette,Richard Arthur Field,M95,PU,,Basic,GA,GA,0,11,"$1,719,474"
AL,Florala,Florala Municipal,0J4,PU,,Basic,GA,GA,0,9,"$6,015,302"
AL,Foley,Foley Municipal,5R4,PU,,Local,GA,GA,0,30,"$2,936,381"
AL,Fort Payne,Isbell Field,4A9,PU,,Local,GA,GA,0,29,"$2,842,241"
AL,Gadsden,Northeast Alabama Regional,GAD,PU,,Regional,GA,GA,2,31,"$2,616,504"
AL,Geneva,Geneva Municipal,33J,PU,,Local,GA,GA,0,19,"$2,761,334"
AL,Greensboro,Greensboro Municipal,7A0,PU,,Basic,GA,GA,0,10,"$2,320,389"
AL,Greenville,MacCrenshaw Memorial,PRN,PU,,Basic,GA,GA,0,11,"$2,392,547"
AL,Grove Hill,Grove Hill Municipal,3A0,PU,,Unclassified,GA,GA,0,4,$0
AL,Gulf Shores,Jack Edwards,JKA,PU,,Regional,GA,GA,54,79,"$14,522,256"
AL,Guntersville,Guntersville Municipal-Joe Starnes Field,8A1,PU,,Local,GA,GA,0,31,"$2,243,166"
AL,Haleyville,Posey Field,1M4,PU,,Basic,GA,GA,0,12,"$1,324,445"
AL,Hamilton,Marion County-Rankin Fite,HAB,PU,,Local,GA,GA,0,16,"$1,235,156"
AL,Hartselle,Hartselle-Morgan County Regional,5M0,PU,,Local,GA,GA,0,20,"$3,297,421"
AL,Headland,Headland Municipal,0J6,PU,,Local,GA,GA,0,36,"$2,415,616"
